,id,question,answer,distractor1,distractor2,distractor(unsure),label,choice_list,choice_order
270,SP-106,An electric train is going south at 98 mph. The wind is blowing northeast. Which direction is the smoke blowing?,None of above.,South.,Northeast.,West.,3,"['Northeast.', 'West.', 'South.', 'None of above.']","[2, 3, 1, 0]"
271,SP-106_SR,"At 98 mph, an electric train is traveling south. There is a northeast wind. Where is the smoke coming from?",None of above.,South.,Northeast.,West.,3,"['West.', 'South.', 'Northeast.', 'None of above.']","[3, 1, 2, 0]"
272,SP-106_CR,A submarine is moving west at a speed of 30 knots. There is a strong current moving east. Where are the trail of bubbles coming from?,None of above.,West.,East,North.,3,"['North.', 'East', 'West.', 'None of above.']","[3, 2, 1, 0]"
273,SP-107,"There was a farmer who had a problem with his chicken coop, and he wanted to go check it out. When he got there he noticed that there was a rooster on top of the barn. Now the barn was shaped with a triangle-type top. But suddenly the rooster laid an egg. Which side did it roll on?",It didn't because rosters don't lay eggs.," There is a hole in the roof. Furthermore, the egg dropped into the hole.",It is possible the egg would roll down the middle of the triangle-shaped top of the barn.,None of above.,1,"[' There is a hole in the roof. Furthermore, the egg dropped into the hole.', ""It didn't because rosters don't lay eggs."", 'It is possible the egg would roll down the middle of the triangle-shaped top of the barn.', 'None of above.']","[1, 0, 2, 3]"
274,SP-107_SR,"There was a farmer who wanted to go investigate a problem with his chicken coop. As soon as he arrived, he saw a rooster perched atop the barn. Now the barn had a top that resembled a triangle. However, the rooster unexpectedly laid an egg. How did it roll on that side?",It didn't because rosters don't lay eggs.," There is a hole in the roof. Furthermore, the egg dropped into the hole.",It is possible the egg would roll down the middle of the triangle-shaped top of the barn.,None of above.,0,"[""It didn't because rosters don't lay eggs."", ' There is a hole in the roof. Furthermore, the egg dropped into the hole.', 'It is possible the egg would roll down the middle of the triangle-shaped top of the barn.', 'None of above.']","[0, 1, 2, 3]"
275,SP-107_CR,"A conscientious farmer formerly provided food for his roosters each day, but throughout the years, not a single egg was produced for him. How is it even imaginable?",Because roosters don't lay eggs.,Roosters will eat their own eggs once they were laid.,His neighbor always stolen eggs away from him.,None of above.,0,"[""Because roosters don't lay eggs."", 'His neighbor always stolen eggs away from him.', 'Roosters will eat their own eggs once they were laid.', 'None of above.']","[0, 2, 1, 3]"
276,SP-108,"There is a pink single-story house and everything in it is pink. The doors are pink, the windows are pink and the top is pink. What color are the stairs?",There are no stairs in a single story house.,It should be pink as the whole house is in pink.,The stairs is uncolored as people always step on that.,None of above.,0,"['There are no stairs in a single story house.', 'The stairs is uncolored as people always step on that.', 'It should be pink as the whole house is in pink.', 'None of above.']","[0, 2, 1, 3]"
277,SP-108_SR,"The entire single-story home is pink, including the outside. The windows, the top, and the doors are all pink. What are the stair's colors?",There are no stairs in a single story house.,It should be pink as the whole house is in pink.,The stairs is uncolored as people always step on that.,None of above.,2,"['The stairs is uncolored as people always step on that.', 'It should be pink as the whole house is in pink.', 'There are no stairs in a single story house.', 'None of above.']","[2, 1, 0, 3]"
278,SP-108_CR,"A one-story house is built from red bricks. The doors, windows, and roof are all made of red bricks. What color is the basement?",There is no basement in a one-story house built on a single floor.,It should be red as the whole house is in red.,The basement is uncolored as the basement is only used for storing stuffs.,None of above.,0,"['There is no basement in a one-story house built on a single floor.', 'The basement is uncolored as the basement is only used for storing stuffs.', 'It should be red as the whole house is in red.', 'None of above.']","[0, 2, 1, 3]"
279,SP-109,"Two fathers and two sons went fishing one day. They were there the whole day and only caught 3 fish. One father said, that is enough for all of us, we will have one each. How can this be possible?","There was the father, his son, and his son's son.",Two sons shared the same fish.,One father gave his fish to his son.,None of above.,1,"['Two sons shared the same fish.', ""There was the father, his son, and his son's son."", 'One father gave his fish to his son.', 'None of above.']","[1, 0, 2, 3]"
280,SP-109_SR,"One day, two dads and two sons went fishing. They were there all day and barely caught three fish. One father stated, ""That is enough for all of us; we will each have one."" How is this possible?","There was the father, his son, and his son's son.",Two sons shared the same fish.,One father gave his fish to his son.,None of above.,1,"['Two sons shared the same fish.', ""There was the father, his son, and his son's son."", 'One father gave his fish to his son.', 'None of above.']","[1, 0, 2, 3]"
281,SP-109_CR,"There were two bosses and two employees in a meeting room discussing different tasks. At the end of the meeting, there three tasks for all the people in that meeting. How is that possible","There was one boss with his employee, and that employee was somebody else's boss.",Two employees shared the same task.,One boss gaves his fish to his employee.,None of above.,0,"[""There was one boss with his employee, and that employee was somebody else's boss."", 'One boss gaves his fish to his employee.', 'Two employees shared the same task.', 'None of above.']","[0, 2, 1, 3]"
282,SP-110,"A bus driver was heading down a street in Colorado. He went right past a stop sign without stopping, he turned left where there was a ""no left turn"" sign, and he went the wrong way on a one-way street. Then he went on the left side of the road past a cop car. Still - he didn't break any traffic laws. Why not?",He was walking.,There was no police in that cop car.,He tried to get away from the police.,None of above.,0,"['He was walking.', 'There was no police in that cop car.', 'He tried to get away from the police.', 'None of above.']","[0, 1, 2, 3]"
283,SP-110_SR,"A bus driver was driving along a Colorado roadway. He drove straight through a stop sign, turned left when there was a ""no left turn"" sign, and traveled the opposite way on a one-way street. He then drove on the left side of the road, passing a police cruiser. Nonetheless, he did not violate any traffic laws. So why not?",He was walking.,There was no police in that cop car.,He tried to get away from the police.,None of above.,1,"['He tried to get away from the police.', 'He was walking.', 'There was no police in that cop car.', 'None of above.']","[2, 0, 1, 3]"
284,SP-110_CR,"A thief was walking down the street. He walked past the security guards and also the people whom he had stolen from. Nevertheless, nobody was catching him. So why not?","At that time, he was just walking down the street. He stolen from others previously.",The people whom he had stolen is kind and rich.,He tried to get away from the security and succeeded in the end.,None of above.,1,"['He tried to get away from the security and succeeded in the end.', 'At that time, he was just walking down the street. He stolen from others previously.', 'The people whom he had stolen is kind and rich.', 'None of above.']","[2, 0, 1, 3]"
285,SP-111,"A pet shop owner had a parrot with a sign on its cage that said ""Parrot repeats everything it hears"". Davey bought the parrot and for two weeks he spoke to it and it didn't say a word. He returned the parrot but the shopkeeper said he never lied about the parrot. How can this be?",The parrot was deaf.,The parrot was tired.,Davey was deaf.,None of above.,2,"['The parrot was tired.', 'Davey was deaf.', 'The parrot was deaf.', 'None of above.']","[1, 2, 0, 3]"
286,SP-111_SR,"A pet store owner had a parrot with the sign ""Parrot repeats everything it hears"" on its cage. Davey bought the parrot and chatted to it for two weeks without it saying anything. He returned the parrot, but the shopkeeper said he had never lied about it. How is this possible?",The parrot was deaf.,The parrot was tired.,Davey was deaf.,None of above.,1,"['Davey was deaf.', 'The parrot was deaf.', 'The parrot was tired.', 'None of above.']","[2, 0, 1, 3]"
287,SP-111_CR,"There was an employee that told on his resume that he will do anything that he will be told be to. Nonetheless, on the first day of job in the manufacturing company, his boss was really annoyed as he wasn't doing anything his boss was showing him to do. What was the problem ? ",The man was blind and they had to explicitly tell him what to do not to show him,The man was tired and doesn't want to anything anymore.,The man thought the first day of the job should be a hoilday.,None of above.,0,"['The man was blind and they had to explicitly tell him what to do not to show him', ""The man was tired and doesn't want to anything anymore."", 'The man thought the first day of the job should be a hoilday.', 'None of above.']","[0, 1, 2, 3]"
288,SP-112,How can you leave a room with two legs and return with six legs?,Bring a chair back with you.,Bring another man back with you.,You're walking back upside down.,None of above.,2,"['Bring another man back with you.', ""You're walking back upside down."", 'Bring a chair back with you.', 'None of above.']","[1, 2, 0, 3]"
289,SP-112_SR,How can you leave a room with two legs and return with six legs?,Bring a chair back with you.,Bring another man back with you.,You're walking back upside down.,None of above.,1,"['Bring another man back with you.', 'Bring a chair back with you.', ""You're walking back upside down."", 'None of above.']","[1, 0, 2, 3]"
290,SP-112_CR,How can you leave your office with two legs and come back with a dog but still two legs,You're carrying the dog yourself.,You're riding on the dog yourself.,You're walking back upside down.,None of above.,1,"[""You're walking back upside down."", ""You're carrying the dog yourself."", ""You're riding on the dog yourself."", 'None of above.']","[2, 0, 1, 3]"
291,SP-113,"Some months have 30 days, some months have 31 days. How many have 28?",They all do.,"One, February.","Two, the first and end month of the year.",None of above.,1,"['One, February.', 'They all do.', 'Two, the first and end month of the year.', 'None of above.']","[1, 0, 2, 3]"
292,SP-113_SR,"Some months have 30 days, while others have 31. How many people have 28?",They all do.,"One, February.","Two, the first and end month of the year.",None of above.,0,"['They all do.', 'Two, the first and end month of the year.', 'One, February.', 'None of above.']","[0, 2, 1, 3]"
293,SP-113_CR,"Some animals have four legs and some only have two, Which one of them have one leg?",They all do.,All fishes have one leg.,All mammals have one leg.,None of above.,0,"['They all do.', 'All fishes have one leg.', 'All mammals have one leg.', 'None of above.']","[0, 1, 2, 3]"
294,SP-114,"Two students attend the same school, have the same teacher, and were born on the same day of the same month, but they are not siblings. How can this be possible?",They were not born in the same year.,One student ran away from home at a young age.,One student had a bad academic grades and broken up with his parents.,None of above.,1,"['One student ran away from home at a young age.', 'They were not born in the same year.', 'One student had a bad academic grades and broken up with his parents.', 'None of above.']","[1, 0, 2, 3]"
295,SP-114_SR,"Although they were born on the same day of the same month, two students who go to the same school and share a teacher are not related. How is this even conceivable?",They were not born in the same year.,One student ran away from home at a young age.,One student had a bad academic grades and broken up with his parents.,None of above.,0,"['They were not born in the same year.', 'One student ran away from home at a young age.', 'One student had a bad academic grades and broken up with his parents.', 'None of above.']","[0, 1, 2, 3]"
296,SP-114_CR,"Two men were working in the same store with the same shift and same tasks given to them, however they were not seeing each other at all. How can this be possible?",They were living in different periods of time and both working in that store.,They both didn't focus on their work.,They were too busy to see each other.,None of above.,2,"[""They both didn't focus on their work."", 'They were too busy to see each other.', 'They were living in different periods of time and both working in that store.', 'None of above.']","[1, 2, 0, 3]"
297,SP-115,A man was just doing his job when his suit was torn. Why did he die three minutes later?,"He was an astronaut on a space walk, doing repairs.",His suit was so expensive that he couldn't  afford to buy a new one.,"He never ruin clothes before. His heart couldn't handle the stress, leading to his unfortunate demise.",None of above.,1,"[""He never ruin clothes before. His heart couldn't handle the stress, leading to his unfortunate demise."", 'He was an astronaut on a space walk, doing repairs.', ""His suit was so expensive that he couldn't  afford to buy a new one."", 'None of above.']","[2, 0, 1, 3]"
298,SP-115_SR,A guy was just going about his business when his suit was ripped. Why did he pass away three minutes later?,"He was an astronaut on a space walk, doing repairs.",His suit was so expensive that he couldn't afford to buy a new one.,"He never ruin clothes before. His heart couldn't handle the stress, leading to his unfortunate demise.",None of above.,0,"['He was an astronaut on a space walk, doing repairs.', ""His suit was so expensive that he couldn't afford to buy a new one."", ""He never ruin clothes before. His heart couldn't handle the stress, leading to his unfortunate demise."", 'None of above.']","[0, 1, 2, 3]"
299,SP-115_CR,"A man was swimming in a sea, when he had a small injury and he lost only a small amount of blood, a minute later, he died in a painful way","When he started bleeding, a shark noticed and ate him.",The wound won't heal in the sea. He was so afraid of dying and scared himself.,"He never get hurt before. His heart couldn't handle the stress, leading to his unfortunate demise.",None of above.,1,"[""He never get hurt before. His heart couldn't handle the stress, leading to his unfortunate demise."", 'When he started bleeding, a shark noticed and ate him.', ""The wound won't heal in the sea. He was so afraid of dying and scared himself."", 'None of above.']","[2, 0, 1, 3]"
300,SP-116,How can you physically stand behind your friend as he physically stands behind you?,By standing back to back.,By standing stand upside down.,With the help of optical illusions.,None of above.,2,"['By standing stand upside down.', 'With the help of optical illusions.', 'By standing back to back.', 'None of above.']","[1, 2, 0, 3]"
301,SP-116_SR,How can you stand physically behind your friend while he stands physically behind you?,By standing back to back.,By standing stand upside down.,With the help of optical illusions.,None of above.,0,"['By standing back to back.', 'By standing stand upside down.', 'With the help of optical illusions.', 'None of above.']","[0, 1, 2, 3]"
302,SP-116_CR,Two men are using a ladder but both are face-to-face and can't pass each other. How's that physically possible ?,The ladder is set horizontally and two people are hanging from it one going from left to right and the other one from right to left,The two man are using the ladder alternatively.,"With the help of optical illusions,both you and your friend can not pass each other.",None of above.,1,"['The two man are using the ladder alternatively.', 'The ladder is set horizontally and two people are hanging from it one going from left to right and the other one from right to left', 'With the help of optical illusions,both you and your friend can not pass each other.', 'None of above.']","[1, 0, 2, 3]"
303,SP-118,"All the electricity was out in town and none of the street lights or traffic signals had power. A dark limousine was cruising down the newly paved blacktop, with its headlights off. A young boy dressed totally in black (with no reflector) stepped out to cross the street. The moon wasn't out and the boy had no flashlight, yet the driver stopped to let the boy cross the street. How did the driver see the boy?",The driver saw the boy because it was during the daylight hours.,The driver was good at listening.,The driver was paying much attention on the road.,None of above.,0,"['The driver saw the boy because it was during the daylight hours.', 'The driver was good at listening.', 'The driver was paying much attention on the road.', 'None of above.']","[0, 1, 2, 3]"
304,SP-118_SR,"There was no power in town, and none of the street lights or traffic signals worked. A dark limousine sped down the recently laid blacktop, headlights turned off. A little youngster in complete black (no reflectors) went out to cross the roadway. Despite the fact that the moon was not out and the youngster had no flashlight, the motorist stopped to let the boy to cross the street. How did the driver notice the youngster?",The driver saw the boy because it was during the daylight hours.,The driver was good at listening.,The driver was paying much attention on the road.,None of above.,2,"['The driver was good at listening.', 'The driver was paying much attention on the road.', 'The driver saw the boy because it was during the daylight hours.', 'None of above.']","[1, 2, 0, 3]"
305,SP-118_CR,"The sea was really stormy, it was raining heavily and it was a cold night, however the crew were completely comfortable and warm. How is that possible? ",The crew were not cruising in the sea.,The crew finally got their monthly salary.,The crew could understand the extreme whether.,None of above.,2,"['The crew could understand the extreme whether.', 'The crew finally got their monthly salary.', 'The crew were not cruising in the sea.', 'None of above.']","[2, 1, 0, 3]"
306,SP-119,"Four cars come to a four way stop, all coming from a different direction. They can't decide who got there first, so they all go forward at the same time. They do not crash into each other, but all four cars go. How is this possible?",They all made right-hand turns.,Their cars have different heights that can drive beyond each other.,They decided to drive reversely with their rears forward first.,None of above.,1,"['Their cars have different heights that can drive beyond each other.', 'They all made right-hand turns.', 'They decided to drive reversely with their rears forward first.', 'None of above.']","[1, 0, 2, 3]"
307,SP-119_SR,"Four automobiles, each approaching from a separate direction, arrive to a four-way stop. They can't decide who arrived first, so they all proceed at the same time. They do not collide, but all four automobiles are destroyed. What makes this possible?",They all made right-hand turns.,Their cars have different heights that can drive beyond each other.,They decided to drive reversely with their rears forward first.,None of above.,2,"['Their cars have different heights that can drive beyond each other.', 'They decided to drive reversely with their rears forward first.', 'They all made right-hand turns.', 'None of above.']","[1, 2, 0, 3]"
308,SP-119_CR,"10 people are sitting on a table and all are stealthy taking food off of other people's plates. After they get up from the table, nobody is hungry and all have eaten the same amount. How's that possible? ",They were sitting on the rounded table and all of them were doing the same thing.,There were enough food in each plate even if it was stolen.,There were no food on the table.,None of above.,1,"['There were enough food in each plate even if it was stolen.', 'They were sitting on the rounded table and all of them were doing the same thing.', 'There were no food on the table.', 'None of above.']","[1, 0, 2, 3]"
309,SP-124,A man was born in 1898. He is still alive now at the age 33  How is this possible ?,he was born in room 1898 in the hospital.,He never celebrate his birthday after 33 years old.,"His birthday is February 29th, which is celebrated every four years.",None of above.,0,"['he was born in room 1898 in the hospital.', 'He never celebrate his birthday after 33 years old.', 'His birthday is February 29th, which is celebrated every four years.', 'None of above.']","[0, 1, 2, 3]"
310,SP-124_SR,"In 1898, a guy was born. He is still living at the age of 33.  How is this even possible?",he was born in room 1898 in the hospital.,He never celebrate his birthday after 33 years old.,"His birthday is February 29th, which is celebrated every four years.",None of above.,1,"['He never celebrate his birthday after 33 years old.', 'he was born in room 1898 in the hospital.', 'His birthday is February 29th, which is celebrated every four years.', 'None of above.']","[1, 0, 2, 3]"
311,SP-124_CR,"A man went to Italy to celebrate his birthday, but he only had his phone with himself. How's this even possible?",Italy was name of the restaurant he was celebrating his birthday in.,He put all visa materials in his phone.,His phone still has signal at Italy.,None of above.,2,"['His phone still has signal at Italy.', 'He put all visa materials in his phone.', 'Italy was name of the restaurant he was celebrating his birthday in.', 'None of above.']","[2, 1, 0, 3]"
312,SP-125,"A man is late for an appointment and, in his haste, takes a corner so fast that only two wheels were on the pavement. A policeman is standing on the corner, but he did not give him a ticket. Why?",He was on a motorcycle.,The policeman was superised by his driving skill.,The two car wheels was large enough to support the him.,None of above.,0,"['He was on a motorcycle.', 'The two car wheels was large enough to support the him.', 'The policeman was superised by his driving skill.', 'None of above.']","[0, 2, 1, 3]"
313,SP-125_SR,"A man is late for an appointment and takes a bend so quickly that just two wheels are on the pavement. A cop is waiting on the corner, but he hasn't issued him a ticket. Why?",He was on a motorcycle.,The policeman was superised by his driving skill.,The two car wheels was large enough to support the him.,None of above.,2,"['The two car wheels was large enough to support the him.', 'The policeman was superised by his driving skill.', 'He was on a motorcycle.', 'None of above.']","[2, 1, 0, 3]"
314,SP-125_CR,"A thief was running when he passed a policeman as well, but nobody stopped him. Why?","Although he was a thief, he wasn't stealing something at that time",He was running so fast that no one can catch him.,The people whom he had stolen are kind and rich.,None of above.,2,"['He was running so fast that no one can catch him.', 'The people whom he had stolen are kind and rich.', ""Although he was a thief, he wasn't stealing something at that time"", 'None of above.']","[1, 2, 0, 3]"
315,SP-126,"Four men sat down to play, They played all night till the break of day. They played for gold and not for fun, With separate scores for every one. When they had come to square accounts, They all had made quite fair amounts. Can you explain the paradox, If no one lost, how all could gain?",The men were musicians..,The men were miners..,The men were pokers..,None of above.,1,"['The men were miners..', 'The men were musicians..', 'The men were pokers..', 'None of above.']","[1, 0, 2, 3]"
316,SP-126_SR,"Four men sat down to play, and they played all night until the sun came up. They played for gold, not for pleasure, with individual scores for everyone. They had all earned good money when it came to square accounts. Can you explain the paradox: If no one loses, how can everyone win?",The men were musicians..,The men were miners..,The men were pokers..,None of above.,1,"['The men were miners..', 'The men were musicians..', 'The men were pokers..', 'None of above.']","[1, 0, 2, 3]"
317,SP-126_CR,A group of people were shooting each other. They shot their friends in heads and also in other parts of the bodies. They had a lot of pain but nobody died. How is that possible?,They were using fake guns like in paint ball,No one was seriously injured.,There was a hospital nearby.,None of above.,2,"['No one was seriously injured.', 'There was a hospital nearby.', 'They were using fake guns like in paint ball', 'None of above.']","[1, 2, 0, 3]"
318,SP-127,"Imagine Johnny, a party clown, is carrying three pieces of gold each piece weighing one kilogram. While taking a walk he comes to a bridge that has a sign posted saying the bridge could hold only a maximum of 80 kilograms. John weighs 78 kilograms and the gold weighs three kilograms. Johnny reads the sign and still safely crossed the bridge with all the gold. How did he manage this?","Johnny is a clown so he has mastered juggling. When he came to the bridge he judged the gold, always keeping one piece in the air.",Johnny burried one gold in the start of the bridge and make sure the location is private enough that no one can find.,Johnny sank the gold to the bottom of the river and left a mark so that he could find it later.,None of above.,2,"['Johnny sank the gold to the bottom of the river and left a mark so that he could find it later.', 'Johnny burried one gold in the start of the bridge and make sure the location is private enough that no one can find.', 'Johnny is a clown so he has mastered juggling. When he came to the bridge he judged the gold, always keeping one piece in the air.', 'None of above.']","[2, 1, 0, 3]"
319,SP-127_SR,"Imagine Johnny, a party clown, is clutching three gold coins, each weighing one kilogram. While walking, he comes upon a bridge with a sign stating that it can only handle a maximum of 80 kilos. The gold weighs three kilos and John weighs 78 pounds. Johnny reads the notice and crosses the bridge safely with all of the riches. How did he pull it off?","Johnny is a clown so he has mastered juggling. When he came to the bridge he judged the gold, always keeping one piece in the air.",Johnny burried one gold in the start of the bridge and make sure the location is private enough that no one can find.,Johnny sank the gold to the bottom of the river and left a mark so that he could find it later.,None of above.,0,"['Johnny is a clown so he has mastered juggling. When he came to the bridge he judged the gold, always keeping one piece in the air.', 'Johnny burried one gold in the start of the bridge and make sure the location is private enough that no one can find.', 'Johnny sank the gold to the bottom of the river and left a mark so that he could find it later.', 'None of above.']","[0, 1, 2, 3]"
320,SP-127_CR,"Picture Robert, an adept circus performer, carrying five silver spheres, each weighing two kilograms. While trekking, he stumbles upon a rickety old bridge with a sign pronouncing that it can only bear a maximum of 90 kilograms. The silver spheres weigh ten kilograms and Robert weighs 81 kilograms. Robert sees the sign and crosses the bridge securely with all his treasures. How did he manage to do this?","Robert is a clown so he has mastered juggling. When he came to the bridge he judged the gold, always keeping one piece in the air.",Robert burried one silver sphere in the start of the bridge and make sure the location is private enough that no one can find.,Robert sank the silver sphere to the bottom of the river and left a mark so that he could find it later.,None of above.,0,"['Robert is a clown so he has mastered juggling. When he came to the bridge he judged the gold, always keeping one piece in the air.', 'Robert burried one silver sphere in the start of the bridge and make sure the location is private enough that no one can find.', 'Robert sank the silver sphere to the bottom of the river and left a mark so that he could find it later.', 'None of above.']","[0, 1, 2, 3]"
321,SP-128,"Monica took part in a furiously competitive race, which she won due to her speed and agility. Despite this, she was not allowed to collect the winning trophy. Why?",Monica is the name of the horse that won the race.,Monica was really sweaty and smells.,Monica could not lift the trophy because it was too heavy.,None of above.,2,"['Monica could not lift the trophy because it was too heavy.', 'Monica was really sweaty and smells.', 'Monica is the name of the horse that won the race.', 'None of above.']","[2, 1, 0, 3]"
322,SP-128_SR,"Monica competed in a very competitive race, which she won thanks to her speed and agility. Despite this, she was not permitted to accept the winning trophy. Why?",Monica is the name of the horse that won the race.,Monica was really sweaty and smells.,Monica could not lift the trophy because it was too heavy.,None of above.,2,"['Monica could not lift the trophy because it was too heavy.', 'Monica was really sweaty and smells.', 'Monica is the name of the horse that won the race.', 'None of above.']","[2, 1, 0, 3]"
323,SP-128_CR,"Jimy went in the middle of the warzone and bombarded a lot of territories that were in the possession of the enemy. When he got back, he didn't get any medals or any praises. Why?",Jimy was the name of the fighter-jet that was flying over enemy's territory.,Jimy was really sweaty and smells.,Jimy is could not lift the trophy because it was too heavy.,None of above.,0,"[""Jimy was the name of the fighter-jet that was flying over enemy's territory."", 'Jimy was really sweaty and smells.', 'Jimy is could not lift the trophy because it was too heavy.', 'None of above.']","[0, 1, 2, 3]"
324,SP-129,"A woman was horrified to find a fly in her tea. The waiter took her cup and went into the kitchen and returned with a fresh cup of tea. She shouted, ""You brought me the same tea!"" How did she know?",She had already put sugar in it and when she tasted the new tea it was already sweet.,Because she had a special psychic connection with her tea.,"When she stirred the tea, the whirlpool it created was spinning in the same direction as the original cup of tea.",None of above.,1,"['Because she had a special psychic connection with her tea.', 'She had already put sugar in it and when she tasted the new tea it was already sweet.', 'When she stirred the tea, the whirlpool it created was spinning in the same direction as the original cup of tea.', 'None of above.']","[1, 0, 2, 3]"
325,SP-129_SR,"A woman was shocked to see a fly in her tea. The server grabbed her cup and walked into the kitchen, returning with a new cup of tea. ""You brought me the same tea!"" she exclaimed. How did she find out?",She had already put sugar in it and when she tasted the new tea it was already sweet.,Because she had a special psychic connection with her tea.,"When she stirred the tea, the whirlpool it created was spinning in the same direction as the original cup of tea.",None of above.,2,"['Because she had a special psychic connection with her tea.', 'When she stirred the tea, the whirlpool it created was spinning in the same direction as the original cup of tea.', 'She had already put sugar in it and when she tasted the new tea it was already sweet.', 'None of above.']","[1, 2, 0, 3]"
326,SP-129_CR,"Mark gave James the video tape of a TV advertisement, and Mark told James that the advertisement was really good. Mark already knew that James didn't see the tape. How did Mark knew about that ?","The video tape was so absurd that if James had seen it, he would've never told Mark that it was really good",Because Mark had a special psychic connection with James.,Because the tape doesn't smell like the usual perfume James uses.,None of above.,1,"[""Because the tape doesn't smell like the usual perfume James uses."", ""The video tape was so absurd that if James had seen it, he would've never told Mark that it was really good"", 'Because Mark had a special psychic connection with James.', 'None of above.']","[2, 0, 1, 3]"
327,SP-130,"In 1990, a person is 15 years old. In 1995 that same person is 10 years old. How is this possible?",The years are in B.C.,This person wanted to be younger so he revised his birthday.,The genes in person is unnormal as others.,None of above.,1,"['The genes in person is unnormal as others.', 'The years are in B.C.', 'This person wanted to be younger so he revised his birthday.', 'None of above.']","[2, 0, 1, 3]"
328,SP-130_SR,A person is 15 years old in 1990. That same person is ten years old in 1995. What makes this possible?,The years are in B.C.,This person wanted to be younger so he revised his birthday.,The genes in person is unnormal as others.,None of above.,2,"['This person wanted to be younger so he revised his birthday.', 'The genes in person is unnormal as others.', 'The years are in B.C.', 'None of above.']","[1, 2, 0, 3]"
329,SP-130_CR,"In 1250, a woman is 30 years old. In 1240, the same woman is 20 years old. How can this be possible?",The years are being counted in B.C,This woman wanted to stay younger so she revised his birthday.,The genes in person is unnormal as others.,None of above.,2,"['The genes in person is unnormal as others.', 'This woman wanted to stay younger so she revised his birthday.', 'The years are being counted in B.C', 'None of above.']","[2, 1, 0, 3]"
330,SP-131,"Bouncing Bob was riding a particularly risky horse when suddenly its bridge came off. As they raced down the road, a screaming Bob lung to the horse's ears for dear life. Out of the corner of his eye, Bob saw a car coming, and realizing the horse was completely out of control, he panicked. Failing his arms about, he accidentally caused the horse to come to an abrupt halt. What could Bouncing Bob have done to make the horse stop?",Bob accidentally put his hands over the horse's eyes. If a horse can't see he will automatically stop.,Bob accidentally pulled on the horse's tail. Horses are sensitive to their tail being pulled and would naturally stop when it happens.,Bob accidentally slapped the horse's flank. The surprise made the horse stop suddenly out of fear.,None of above.,0,"[""Bob accidentally put his hands over the horse's eyes. If a horse can't see he will automatically stop."", ""Bob accidentally pulled on the horse's tail. Horses are sensitive to their tail being pulled and would naturally stop when it happens."", ""Bob accidentally slapped the horse's flank. The surprise made the horse stop suddenly out of fear."", 'None of above.']","[0, 1, 2, 3]"
331,SP-131_SR,Bouncing Bob was riding a very dangerous horse when its bridge suddenly collapsed. A screaming Bob sprang for the horse's ears as they sped down the road. Bob spotted a vehicle approaching out of the corner of his eye and worried when he realized the horse was entirely out of control. He unintentionally brought the horse to a standstill by flailing his arms around. What might Bouncing Bob have done to bring the horse to a halt?,Bob accidentally put his hands over the horse's eyes. If a horse can't see he will automatically stop.,Bob accidentally pulled on the horse's tail. Horses are sensitive to their tail being pulled and would naturally stop when it happens.,Bob accidentally slapped the horse's flank. The surprise made the horse stop suddenly out of fear.,None of above.,0,"[""Bob accidentally put his hands over the horse's eyes. If a horse can't see he will automatically stop."", ""Bob accidentally pulled on the horse's tail. Horses are sensitive to their tail being pulled and would naturally stop when it happens."", ""Bob accidentally slapped the horse's flank. The surprise made the horse stop suddenly out of fear."", 'None of above.']","[0, 1, 2, 3]"
332,SP-131_CR,"Tricky Tim was on an adrenaline-filled motorcycle ride when suddenly the brakes malfunctioned. As they sped along the highway, a frightened Tim clung to the handlebars with all his might. From his peripheral vision, Tim spotted a truck approaching and, realizing his motorcycle was completely out of control, he began to panic. Flailing his arms about in his fear, he accidentally caused the motorcycle to slow down and stop. What could Tricky Tim have done to make the motorcycle stop?","Tim accidentally hit the motorcycle's engine kill switch. When a motorcycle's engine is cut off, it will naturally decelerate and eventually stop.","Tim, in a moment of panic, used his mind powers to telekinetically halt the motorcycle's movement, bringing it to a sudden stop","Tim uses his limbs to keep rubbing against the ground to slow down, and he's so strong that he can brake quickly.",None of above.,2,"[""Tim uses his limbs to keep rubbing against the ground to slow down, and he's so strong that he can brake quickly."", ""Tim, in a moment of panic, used his mind powers to telekinetically halt the motorcycle's movement, bringing it to a sudden stop"", ""Tim accidentally hit the motorcycle's engine kill switch. When a motorcycle's engine is cut off, it will naturally decelerate and eventually stop."", 'None of above.']","[2, 1, 0, 3]"
333,SP-132,"A large truck is crossing a bridge 1 mile long. The bridge can only hold 14000 lbs, which is the exact weight of the truck. The truck makes it half way across the bridge and stops. A bird lands on the truck, but the bridge doesn't collapse. How is that possible?",Because it has driven a half mile - you would subtract the gas used from the total weight of the truck.,Because the wings of the bird can hold up the truck and lift it a little for a while.,The bird's weight is too little that won't affect the bridge to collapse.,None of above.,2,"[""The bird's weight is too little that won't affect the bridge to collapse."", 'Because the wings of the bird can hold up the truck and lift it a little for a while.', 'Because it has driven a half mile - you would subtract the gas used from the total weight of the truck.', 'None of above.']","[2, 1, 0, 3]"
