,id,question,answer,distractor1,distractor2,distractor(unsure),label,choice_list,choice_order
216,WP-90,What do you call unhappy cranberries?,Blueberries.,Stawberries.,Blackberries,None of above.,1,"['Blackberries', 'Blueberries.', 'Stawberries.', 'None of above.']","[2, 0, 1, 3]"
217,WP-90_SR,What do you call dissatisfied cranberries?,Blueberries.,Stawberries.,Blackberries,None of above.,0,"['Blueberries.', 'Blackberries', 'Stawberries.', 'None of above.']","[0, 2, 1, 3]"
218,WP-90_CR,How do you call a phone that is depressed?,Blueberry.,Apple.,Nokia.,None of above.,0,"['Blueberry.', 'Apple.', 'Nokia.', 'None of above.']","[0, 1, 2, 3]"
219,WP-91,What sweets do geologists like?,Rock candy.,Sugar candy.,White chocolate.,None of above.,2,"['Sugar candy.', 'White chocolate.', 'Rock candy.', 'None of above.']","[1, 2, 0, 3]"
220,WP-91_SR,What kinds of treats do geologists enjoy?,Rock candy.,Sugar candy.,White chocolate.,None of above.,1,"['White chocolate.', 'Rock candy.', 'Sugar candy.', 'None of above.']","[2, 0, 1, 3]"
221,WP-91_CR,What's a painter's favorite clothing item?,Palette tie.,Bowtie,Bolo tie.,None of above.,0,"['Palette tie.', 'Bowtie', 'Bolo tie.', 'None of above.']","[0, 1, 2, 3]"
222,WP-92,What type of music are balloons scared of?,Pop Music.,Jazz Music.,Country Music.,None of above.,2,"['Country Music.', 'Jazz Music.', 'Pop Music.', 'None of above.']","[2, 1, 0, 3]"
223,WP-92_SR,What kind of music frightens balloons?,Pop Music.,Jazz Music.,Country Music.,None of above.,1,"['Country Music.', 'Pop Music.', 'Jazz Music.', 'None of above.']","[2, 0, 1, 3]"
224,WP-92_CR,What kind of music geologists like?,Rock Music.,Jazz Music.,Pop Music.,None of above.,2,"['Pop Music.', 'Jazz Music.', 'Rock Music.', 'None of above.']","[2, 1, 0, 3]"
225,WP-93,What driver never gets arrested?,A screw driver.,A drunk driver.,An old driver.,None of above.,1,"['An old driver.', 'A screw driver.', 'A drunk driver.', 'None of above.']","[2, 0, 1, 3]"
226,WP-93_SR,What driver never gets pulled over?,A screw driver.,A drunk driver.,An old driver.,None of above.,1,"['A drunk driver.', 'A screw driver.', 'An old driver.', 'None of above.']","[1, 0, 2, 3]"
227,WP-93_CR,What driver never gets arrested?,A hard driver,A drunk driver.,An old driver.,None of above.,1,"['A drunk driver.', 'A hard driver', 'An old driver.', 'None of above.']","[1, 0, 2, 3]"
228,WP-94,What do you call a ghost without a host?,G.,H.,T.,None of above.,0,"['G.', 'H.', 'T.', 'None of above.']","[0, 1, 2, 3]"
229,WP-94_SR,What do you name a ghost who doesn't have a host?,G.,H.,T.,None of above.,1,"['T.', 'G.', 'H.', 'None of above.']","[2, 0, 1, 3]"
230,WP-94_CR,How do you call a cookie without its home keys?,Coo,Cooie.,C.,None of above.,1,"['C.', 'Coo', 'Cooie.', 'None of above.']","[2, 0, 1, 3]"
231,WP-95,Which is the biggest jam in the world?,A traffic jam.,A chutney jam.,A curd jam.,None of above.,2,"['A chutney jam.', 'A curd jam.', 'A traffic jam.', 'None of above.']","[1, 2, 0, 3]"
232,WP-95_SR,Which is the world's largest jam?,A traffic jam.,A chutney jam.,A curd jam.,None of above.,1,"['A chutney jam.', 'A traffic jam.', 'A curd jam.', 'None of above.']","[1, 0, 2, 3]"
233,WP-95_CR,Who's the tallest Khalifeh in the history of Islam?,Burj al Khalife,First Khalifeh.,Old Khalifeh.,None of above.,2,"['Old Khalifeh.', 'First Khalifeh.', 'Burj al Khalife', 'None of above.']","[2, 1, 0, 3]"
234,WP-99,What kind of bars won't keep a prisoner in jail?,Chocolate bars.,State prison bars.,County prison bars.,None of above.,0,"['Chocolate bars.', 'State prison bars.', 'County prison bars.', 'None of above.']","[0, 1, 2, 3]"
235,WP-99_SR,What sort of bars will not keep a prisoner locked up?,Chocolate bars.,State prison bars.,County prison bars.,None of above.,0,"['Chocolate bars.', 'County prison bars.', 'State prison bars.', 'None of above.']","[0, 2, 1, 3]"
236,WP-99_CR,What type of jam nobody likes?,Traffic jam.,A chutney jam.,A curd jam.,None of above.,1,"['A curd jam.', 'Traffic jam.', 'A chutney jam.', 'None of above.']","[2, 0, 1, 3]"
237,WP-100,What kind of can never needs a can-opener?,A pelican.,A salmon can.,A tomato can.,None of above.,1,"['A salmon can.', 'A pelican.', 'A tomato can.', 'None of above.']","[1, 0, 2, 3]"
238,WP-100_SR,Which cans never require a can opener?,A pelican.,A salmon can.,A tomato can.,None of above.,1,"['A salmon can.', 'A pelican.', 'A tomato can.', 'None of above.']","[1, 0, 2, 3]"
239,WP-100_CR,What kind of tree can hold items as human?,A palm tree.,An oak tree.,A redwood tree.,None of above.,1,"['A redwood tree.', 'A palm tree.', 'An oak tree.', 'None of above.']","[2, 0, 1, 3]"
240,WP-102,Why was 6 afraid of 9 on new years eve?,Because 9 ate (eight) 7.,Because 6 never saw 9 before.,Because 9(night) is coming.,None of above.,2,"['Because 6 never saw 9 before.', 'Because 9(night) is coming.', 'Because 9 ate (eight) 7.', 'None of above.']","[1, 2, 0, 3]"
241,WP-102_SR,"On New Year's Eve, why was 6 terrified of 9?",Because 9 ate (eight) 7.,Because 6 never saw 9 before.,Because 9(night) is coming.,None of above.,0,"['Because 9 ate (eight) 7.', 'Because 6 never saw 9 before.', 'Because 9(night) is coming.', 'None of above.']","[0, 1, 2, 3]"
242,WP-102_CR,What's the most fruitful number ?,A t(h)ree,A f(l)our.,A t(e)en.,None of above.,0,"['A t(h)ree', 'A f(l)our.', 'A t(e)en.', 'None of above.']","[0, 1, 2, 3]"
243,WP-103,What type of drum are you not able to play?,Conundrum.,Bass drum.,Tom drum.,None of above.,2,"['Bass drum.', 'Tom drum.', 'Conundrum.', 'None of above.']","[1, 2, 0, 3]"
244,WP-103_SR,What kind of drum do you not know how to play?,Conundrum.,Bass drum.,Tom drum.,None of above.,1,"['Bass drum.', 'Conundrum.', 'Tom drum.', 'None of above.']","[1, 0, 2, 3]"
245,WP-103_CR,What kind of music instrument you have to be careful not to break?,A percussion,A trumpet.,A violin.,None of above.,1,"['A violin.', 'A percussion', 'A trumpet.', 'None of above.']","[2, 0, 1, 3]"
246,WP-104,What is in the middle of India?,The letter 'd'.,The letter 'i'.,The letter 'a'.,None of above.,2,"[""The letter 'a'."", ""The letter 'i'."", ""The letter 'd'."", 'None of above.']","[2, 1, 0, 3]"
247,WP-104_SR,What exactly is in the centre of India?,The letter 'd'.,The letter 'i'.,The letter 'a'.,None of above.,2,"[""The letter 'a'."", ""The letter 'i'."", ""The letter 'd'."", 'None of above.']","[2, 1, 0, 3]"
248,WP-104_CR,What's in the center of Toronto,The letter 'o'.,The letter 't'.,The letter 'o'.,None of above.,2,"[""The letter 'o'."", ""The letter 't'."", ""The letter 'o'."", 'None of above.']","[2, 1, 0, 3]"
249,WP-105,Guess the next three letters in the series GTNTL.,"I, T, S.
","T,M,G.","T,N,T.",None of above.,2,"['T,N,T.', 'T,M,G.', 'I, T, S.\n', 'None of above.']","[2, 1, 0, 3]"
250,WP-105_SR,Guess next letters in the series GNL.,"I, T, S.
","T,M,G.","T,N,T.",None of above.,1,"['T,M,G.', 'I, T, S.\n', 'T,N,T.', 'None of above.']","[1, 0, 2, 3]"
251,WP-105_CR,Guess the following three Characters in the list GTF,T.C.I.,"G,T,F.","F,T,G.",None of above.,0,"['T.C.I.', 'F,T,G.', 'G,T,F.', 'None of above.']","[0, 2, 1, 3]"
252,WP-106,What letter comes next in the following sequence? D R M F S L T_,"D.
",T.,E.,None of above.,2,"['E.', 'T.', 'D.\n', 'None of above.']","[2, 1, 0, 3]"
253,WP-106_SR,"In the following sequence, which letter follows next? D R M F S L _","D.
",T.,E.,None of above.,1,"['T.', 'D.\n', 'E.', 'None of above.']","[1, 0, 2, 3]"
254,WP-106_CR,What letter comes next in the following sequence? H HE LI BE,B.,L.,H.,None of above.,2,"['L.', 'H.', 'B.', 'None of above.']","[1, 2, 0, 3]"
255,WP-107,What two words when combined hold the most letters?,"Post' and 'Office'.
",Language' and 'Book'.,Dictionary' and 'Alphabet.',None of above.,0,"[""Post' and 'Office'.\n"", ""Language' and 'Book'."", ""Dictionary' and 'Alphabet.'"", 'None of above.']","[0, 1, 2, 3]"
256,WP-107_SR,What two terms have the most letters when combined?,"Post' and 'Office'.
",Language' and 'Book'.,Dictionary' and 'Alphabet.',None of above.,0,"[""Post' and 'Office'.\n"", ""Dictionary' and 'Alphabet.'"", ""Language' and 'Book'."", 'None of above.']","[0, 2, 1, 3]"
257,WP-107_CR,In what book can you find the most number of notes?,A music book,A fiction book.,A comic book.,None of above.,0,"['A music book', 'A comic book.', 'A fiction book.', 'None of above.']","[0, 2, 1, 3]"
258,WP-108,"I am an odd number, but if you take away just a single letter, I become even. Can you guess my number?","Seven
",Five.,Eleven.,None of above.,2,"['Five.', 'Eleven.', 'Seven\n', 'None of above.']","[1, 2, 0, 3]"
259,WP-108_SR,"I am an odd number, but removing only one letter makes me even. Can you figure out what my number is?","Seven
",Five.,Eleven.,None of above.,2,"['Eleven.', 'Five.', 'Seven\n', 'None of above.']","[2, 1, 0, 3]"
260,WP-108_CR,I am an odd number more than 10 that removing two letters makes me even. Can you figure out what my number is ?,Eleven,Thirteen.,Seventeen.,None of above.,1,"['Thirteen.', 'Eleven', 'Seventeen.', 'None of above.']","[1, 0, 2, 3]"
261,WP-109,"I add six to eleven, and get five. Why is this correct?",Because we are talking the time.,Because we are talking the computer.,Because we are talking the price.,None of above.,1,"['Because we are talking the computer.', 'Because we are talking the time.', 'Because we are talking the price.', 'None of above.']","[1, 0, 2, 3]"
262,WP-109_SR,"I sum six by eleven and get five. Why is this the case?
",Because we are talking the time.,Because we are talking the computer.,Because we are talking the price.,None of above.,2,"['Because we are talking the computer.', 'Because we are talking the price.', 'Because we are talking the time.', 'None of above.']","[1, 2, 0, 3]"
263,WP-109_CR,How can you add 2 to 11 and get 1?,When we are talking the time.,When we are talking the computer.,When we are talking the price.,None of above.,0,"['When we are talking the time.', 'When we are talking the computer.', 'When we are talking the price.', 'None of above.']","[0, 1, 2, 3]"
264,WP-110,How do you make the number one disappear?,Add a 'G' .,Add a 'O' .,Add a 'E' .,None of above.,0,"[""Add a 'G' ."", ""Add a 'O' ."", ""Add a 'E' ."", 'None of above.']","[0, 1, 2, 3]"
265,WP-110_SR,How can you get the number one to vanish?,Add a 'G' .,Add a 'O' .,Add a 'E' .,None of above.,1,"[""Add a 'O' ."", ""Add a 'G' ."", ""Add a 'E' ."", 'None of above.']","[1, 0, 2, 3]"
266,WP-110_CR,How do you force Ron to run?,Replace the letter O with letter U,Replace the letter R with letter N.,Replace the letter N with letter U.,None of above.,1,"['Replace the letter R with letter N.', 'Replace the letter O with letter U', 'Replace the letter N with letter U.', 'None of above.']","[1, 0, 2, 3]"
267,WP-111,How do you spell the word 'Panda' in two letters?,P and A.,A and D.,P and D.,None of above.,0,"['P and A.', 'A and D.', 'P and D.', 'None of above.']","[0, 1, 2, 3]"
268,WP-111_SR,How do you spell 'Panda' with only two letters?,P and A.,A and D.,P and D.,None of above.,2,"['A and D.', 'P and D.', 'P and A.', 'None of above.']","[1, 2, 0, 3]"
269,WP-111_CR,How do you spell Mandy with only two letters?,M and Y.,M and D.,A and D.,None of above.,0,"['M and Y.', 'A and D.', 'M and D.', 'None of above.']","[0, 2, 1, 3]"
270,WP-112,What room do ghosts avoid?,The living room.,The rest room.,The bed room.,None of above.,1,"['The bed room.', 'The living room.', 'The rest room.', 'None of above.']","[2, 0, 1, 3]"
271,WP-112_SR,Do Ghosts avoid certain rooms?,The living room.,The rest room.,The bed room.,None of above.,0,"['The living room.', 'The bed room.', 'The rest room.', 'None of above.']","[0, 2, 1, 3]"
272,WP-112_CR,What music do computer engineers love most?,Electronic music,Rock music,Jazz music,None of above.,1,"['Rock music', 'Electronic music', 'Jazz music', 'None of above.']","[1, 0, 2, 3]"
273,WP-113,Name one fish that one can never catch?,Selfish.,Catfish.,Tuna.,None of above.,1,"['Catfish.', 'Selfish.', 'Tuna.', 'None of above.']","[1, 0, 2, 3]"
274,WP-113_SR,What kind of fish that are impossible to catch?,Selfish.,Catfish.,Tuna.,None of above.,0,"['Selfish.', 'Catfish.', 'Tuna.', 'None of above.']","[0, 1, 2, 3]"
275,WP-113_CR,What type of fish will repeat your words one by one?,Parrot fish,Catfish.,Tuna.,None of above.,0,"['Parrot fish', 'Catfish.', 'Tuna.', 'None of above.']","[0, 1, 2, 3]"
276,WP-114,What kind of money do vampires use?,Blood money.,New money.,Old money.,None of above.,0,"['Blood money.', 'Old money.', 'New money.', 'None of above.']","[0, 2, 1, 3]"
277,WP-114_SR,What type of currency do vampires use?,Blood money.,New money.,Old money.,None of above.,1,"['New money.', 'Blood money.', 'Old money.', 'None of above.']","[1, 0, 2, 3]"
278,WP-114_CR,What type of currency do zombia use?,Blood money.,New money.,Old money.,None of above.,0,"['Blood money.', 'Old money.', 'New money.', 'None of above.']","[0, 2, 1, 3]"
279,WP-115,What TV program should you watch in the bathtub?,Soap operas.,Talk show.,Sports live.,None of above.,0,"['Soap operas.', 'Sports live.', 'Talk show.', 'None of above.']","[0, 2, 1, 3]"
280,WP-115_SR,What TV show should you watch in the tub?,Soap operas.,Talk show.,Sports live.,None of above.,0,"['Soap operas.', 'Talk show.', 'Sports live.', 'None of above.']","[0, 1, 2, 3]"
281,WP-115_CR,What TV show should people in serious denial watch ?,Reality TV shows,Soap operas.,Sports live.,None of above.,0,"['Reality TV shows', 'Sports live.', 'Soap operas.', 'None of above.']","[0, 2, 1, 3]"
282,WP-116,How did the champ fix the leaky facet?,With a monkey wrench.,With an adjustable wrench.,With a stubby wrench.,None of above.,1,"['With an adjustable wrench.', 'With a monkey wrench.', 'With a stubby wrench.', 'None of above.']","[1, 0, 2, 3]"
283,WP-116_SR,How did the champ repair the leaking facet?,With a monkey wrench.,With an adjustable wrench.,With a stubby wrench.,None of above.,1,"['With an adjustable wrench.', 'With a monkey wrench.', 'With a stubby wrench.', 'None of above.']","[1, 0, 2, 3]"
284,WP-116_CR,How did the zookeeper repair the leaking facet?,With a monkey wrench.,With an adjustable wrench.,With a stubby wrench.,None of above.,2,"['With an adjustable wrench.', 'With a stubby wrench.', 'With a monkey wrench.', 'None of above.']","[1, 2, 0, 3]"
285,WP-117,"What starts with a T, ends with a T and has T in it?",Teapot.,Trust,Tookit.,None of above.,2,"['Tookit.', 'Trust', 'Teapot.', 'None of above.']","[2, 1, 0, 3]"
286,WP-117_SR,"What begins with a T, finishes with a T, and contains T?",Teapot.,Trust,Tookit.,None of above.,1,"['Tookit.', 'Teapot.', 'Trust', 'None of above.']","[2, 0, 1, 3]"
287,WP-117_CR,What is inside a C that starts with W?,Water.,Wisdom.,Wall.,None of above.,2,"['Wall.', 'Wisdom.', 'Water.', 'None of above.']","[2, 1, 0, 3]"
288,WP-118,"What begins with 'E', ends with 'E', and only has one letter in it?",Envelope.,Evolve.,Eagle.,None of above.,2,"['Evolve.', 'Eagle.', 'Envelope.', 'None of above.']","[1, 2, 0, 3]"
289,WP-118_SR,"What has only one letter inside, a 'E' at the beginning and a 'E' at the end?",Envelope.,Evolve.,Eagle.,None of above.,1,"['Evolve.', 'Envelope.', 'Eagle.', 'None of above.']","[1, 0, 2, 3]"
290,WP-118_CR,"What begins with 'M', ends with 'L', and only has one letter in it?",Mail.,Mall.,Meal.,None of above.,0,"['Mail.', 'Meal.', 'Mall.', 'None of above.']","[0, 2, 1, 3]"
291,WP-119,What falls down but never breaks?,Nightfall.,Waterfall.,Freefall.,None of above.,0,"['Nightfall.', 'Waterfall.', 'Freefall.', 'None of above.']","[0, 1, 2, 3]"
292,WP-119_SR,What crumbles but never breaks?,Nightfall.,Waterfall.,Freefall.,None of above.,0,"['Nightfall.', 'Waterfall.', 'Freefall.', 'None of above.']","[0, 1, 2, 3]"
293,WP-119_CR,What is it that falls yet doesn't change at all in shape?,Waterfall,Landfall.,Freefall.,None of above.,0,"['Waterfall', 'Landfall.', 'Freefall.', 'None of above.']","[0, 1, 2, 3]"
294,WP-120,"How can you make ""ten"" out of ""net""?",Just flip it around.,"Remove the letter ""e"".","Move the letter ""t"" to the end.",None of above.,0,"['Just flip it around.', 'Remove the letter ""e"".', 'Move the letter ""t"" to the end.', 'None of above.']","[0, 1, 2, 3]"
295,WP-120_SR,"How do you turn ""net"" into ""ten""?",Just flip it around.,"Remove the letter ""e"".","Move the letter ""t"" to the end.",None of above.,2,"['Move the letter ""t"" to the end.', 'Remove the letter ""e"".', 'Just flip it around.', 'None of above.']","[2, 1, 0, 3]"
296,WP-120_CR," How do you turn ""tip"" into ""pit""?",Just flip it.,"Remove the letter ""i"".","Move the letter ""t"" to the end.",None of above.,2,"['Remove the letter ""i"".', 'Move the letter ""t"" to the end.', 'Just flip it.', 'None of above.']","[1, 2, 0, 3]"
297,WP-121,"What is found at the beginning of eternity, the end of time and space, the start of every end and the end of every race?",The letter 'E'.,The letter 'B'.,The letter 'R'.,None of above.,0,"[""The letter 'E'."", ""The letter 'R'."", ""The letter 'B'."", 'None of above.']","[0, 2, 1, 3]"
298,WP-121_SR,"At the start of eternity, the end of time and space, the beginning of every end, and the end of every race, what is discovered?",The letter 'E'.,The letter 'B'.,The letter 'R'.,None of above.,0,"[""The letter 'E'."", ""The letter 'B'."", ""The letter 'R'."", 'None of above.']","[0, 1, 2, 3]"
299,WP-121_CR,"What can be found in the center of gravity and universe, at the start of growth and guidance, but it's nowhere in the past or future?",The letter 'G'.,The letter 'A'.,The letter 'Y'.,None of above.,2,"[""The letter 'A'."", ""The letter 'Y'."", ""The letter 'G'."", 'None of above.']","[1, 2, 0, 3]"
300,WP-123,What is the most shocking city?,Electricity.,Inner city.,Urban city.,None of above.,2,"['Urban city.', 'Inner city.', 'Electricity.', 'None of above.']","[2, 1, 0, 3]"
301,WP-123_SR,Which city is the most shocking?,Electricity.,Inner city.,Urban city.,None of above.,2,"['Urban city.', 'Inner city.', 'Electricity.', 'None of above.']","[2, 1, 0, 3]"
302,WP-123_CR,What is the most fast city?,Velocity.,Inner city.,Urban city.,None of above.,2,"['Urban city.', 'Inner city.', 'Velocity.', 'None of above.']","[2, 1, 0, 3]"
303,WP-126,What kind of ship has two mates but no captain?,Partnership.,Spaceship.,Battleship.,None of above.,0,"['Partnership.', 'Battleship.', 'Spaceship.', 'None of above.']","[0, 2, 1, 3]"
304,WP-126_SR,What kind of ship lacks a captain but has two mates?,Partnership.,Spaceship.,Battleship.,None of above.,1,"['Battleship.', 'Partnership.', 'Spaceship.', 'None of above.']","[2, 0, 1, 3]"
305,WP-126_CR,What kind of ship lacks a captain but has money?,Scholarship,Spaceship.,Battleship.,None of above.,0,"['Scholarship', 'Battleship.', 'Spaceship.', 'None of above.']","[0, 2, 1, 3]"
306,WP-128,What kind of a cup doesn’t hold water?,A cupcake.,A coffee cup.,A teacup.,None of above.,1,"['A teacup.', 'A cupcake.', 'A coffee cup.', 'None of above.']","[2, 0, 1, 3]"
307,WP-128_SR,What kind of cup is incapable of holding water?,A cupcake.,A coffee cup.,A teacup.,None of above.,2,"['A teacup.', 'A coffee cup.', 'A cupcake.', 'None of above.']","[2, 1, 0, 3]"
308,WP-128_CR,What kind of cup can hold the world?,World Cup.,Coffee cup.,Teacup.,None of above.,2,"['Teacup.', 'Coffee cup.', 'World Cup.', 'None of above.']","[2, 1, 0, 3]"
309,WP-129,What kind of house weighs the least?,A lighthouse.,A beach house.,A treehouse.,None of above.,0,"['A lighthouse.', 'A beach house.', 'A treehouse.', 'None of above.']","[0, 1, 2, 3]"
310,WP-129_SR,What kind of house is the lightest in weight?,A lighthouse.,A beach house.,A treehouse.,None of above.,1,"['A beach house.', 'A lighthouse.', 'A treehouse.', 'None of above.']","[1, 0, 2, 3]"
311,WP-129_CR,What kind of house have most plants?,Greenhouse.,Farmhouse.,Doghouse.,None of above.,2,"['Doghouse.', 'Farmhouse.', 'Greenhouse.', 'None of above.']","[2, 1, 0, 3]"
312,WP-131,What is a boxer’s favorite drink?,Punch.,Coke.,Sprite.,None of above.,1,"['Coke.', 'Punch.', 'Sprite.', 'None of above.']","[1, 0, 2, 3]"
313,WP-131_SR,What beverage does a boxer like to drink?,Punch.,Coke.,Sprite.,None of above.,2,"['Coke.', 'Sprite.', 'Punch.', 'None of above.']","[1, 2, 0, 3]"
314,WP-131_CR,What is a gardener's favorite type of music?,Rock.,Jazz.,Blue.,None of above.,0,"['Rock.', 'Blue.', 'Jazz.', 'None of above.']","[0, 2, 1, 3]"
315,WP-132,What do you call a bear with no ear?,"""B"" .","""E"" .","""R"" .",None of above.,2,"['""E"" .', '""R"" .', '""B"" .', 'None of above.']","[1, 2, 0, 3]"
316,WP-132_SR,What is a bear known as when it has no ears?,"""B"" .","""E"" .","""R"" .",None of above.,2,"['""E"" .', '""R"" .', '""B"" .', 'None of above.']","[1, 2, 0, 3]"
317,WP-132_CR,What do you call a fish without an eye?,Fsh.,Fis.,Fish.,None of above.,1,"['Fis.', 'Fsh.', 'Fish.', 'None of above.']","[1, 0, 2, 3]"
318,WP-133,What kind of beans won't grow in a garden?,Jelly beans.,Green beans.,Soy beans.,None of above.,2,"['Soy beans.', 'Green beans.', 'Jelly beans.', 'None of above.']","[2, 1, 0, 3]"
319,WP-133_SR,Which beans cannot be grown in a garden?,Jelly beans.,Green beans.,Soy beans.,None of above.,0,"['Jelly beans.', 'Soy beans.', 'Green beans.', 'None of above.']","[0, 2, 1, 3]"
320,WP-133_CR,What kind of beans is good at marathon？,Runner beans.,Green beans.,Soy beans.,None of above.,2,"['Soy beans.', 'Green beans.', 'Runner beans.', 'None of above.']","[2, 1, 0, 3]"
321,WP-135,What's a computer's favorite snack?,Chips.,Cookie.,Candy.,None of above.,1,"['Cookie.', 'Chips.', 'Candy.', 'None of above.']","[1, 0, 2, 3]"
322,WP-135_SR,What is a computer's preferred treat?,Chips.,Cookie.,Candy.,None of above.,1,"['Cookie.', 'Chips.', 'Candy.', 'None of above.']","[1, 0, 2, 3]"
323,WP-135_CR,What's a light bulb's favorite kind of news?,Current news.,Sports news.,Marketing news.,None of above.,0,"['Current news.', 'Marketing news.', 'Sports news.', 'None of above.']","[0, 2, 1, 3]"
324,WP-136,What type of butter can actually fly?,Butterfly.,Peanut butter.,Almond butter.,None of above.,0,"['Butterfly.', 'Peanut butter.', 'Almond butter.', 'None of above.']","[0, 1, 2, 3]"
325,WP-136_SR,What kind of butter is really able to fly?,Butterfly.,Peanut butter.,Almond butter.,None of above.,2,"['Almond butter.', 'Peanut butter.', 'Butterfly.', 'None of above.']","[2, 1, 0, 3]"
326,WP-136_CR,What kind of fish is capable of performing operations?,Surgeonfish.,Catfish.,Tuna.,None of above.,2,"['Catfish.', 'Tuna.', 'Surgeonfish.', 'None of above.']","[1, 2, 0, 3]"
327,WP-138,What kind of ring is square?,A boxing ring.,A wedding ring.,A ear ring.,None of above.,2,"['A wedding ring.', 'A ear ring.', 'A boxing ring.', 'None of above.']","[1, 2, 0, 3]"
328,WP-138_SR,"Square is a type of what kind of ""ring""?",A boxing ring.,A wedding ring.,A ear ring.,None of above.,0,"['A boxing ring.', 'A wedding ring.', 'A ear ring.', 'None of above.']","[0, 1, 2, 3]"
329,WP-138_CR,what rings are common in bars but no one wears them on their fingers.,A smoke ring.,A ear ring.,A wedding ring.,None of above.,2,"['A wedding ring.', 'A ear ring.', 'A smoke ring.', 'None of above.']","[2, 1, 0, 3]"
330,WP-139,What type of bar doesn't serve alcohol?,Sandbar.,Hotel bar.,Cocktail bar.,None of above.,1,"['Cocktail bar.', 'Sandbar.', 'Hotel bar.', 'None of above.']","[2, 0, 1, 3]"
331,WP-139_SR,What kind of bar doesn't offer alcoholic beverages?,Sandbar.,Hotel bar.,Cocktail bar.,None of above.,1,"['Hotel bar.', 'Sandbar.', 'Cocktail bar.', 'None of above.']","[1, 0, 2, 3]"
332,WP-139_CR,What kind of bar doesn't offer alcoholic beverages?,Soundbar.,Hotel bar.,Cocktail bar.,None of above.,1,"['Hotel bar.', 'Soundbar.', 'Cocktail bar.', 'None of above.']","[1, 0, 2, 3]"
333,WP-141,What type of ham can you not eat?,Birmingham.,Smoked ham.,Cured ham.,None of above.,0,"['Birmingham.', 'Cured ham.', 'Smoked ham.', 'None of above.']","[0, 2, 1, 3]"
334,WP-141_SR,What kind of ham are you not allowed to eat?,Birmingham.,Smoked ham.,Cured ham.,None of above.,1,"['Smoked ham.', 'Birmingham.', 'Cured ham.', 'None of above.']","[1, 0, 2, 3]"
335,WP-141_CR,Which ham has the best springiness?,Slingsham.,Honey ham.,Sliced ham.,None of above.,2,"['Sliced ham.', 'Honey ham.', 'Slingsham.', 'None of above.']","[2, 1, 0, 3]"
336,WP-142,What type of lamp doesn't provide light?,Clamp.,LED lamp.,Oil lamp.,None of above.,0,"['Clamp.', 'LED lamp.', 'Oil lamp.', 'None of above.']","[0, 1, 2, 3]"
337,WP-142_SR,What kind of lamp emits no light?,Clamp.,LED lamp.,Oil lamp.,None of above.,2,"['Oil lamp.', 'LED lamp.', 'Clamp.', 'None of above.']","[2, 1, 0, 3]"
338,WP-142_CR,What kind of lamp emits no light?,Enclamp.,Streetlamp.,Gaslamp.,None of above.,1,"['Streetlamp.', 'Enclamp.', 'Gaslamp.', 'None of above.']","[1, 0, 2, 3]"
339,WP-143,What kind of pot can't you cook anything in?,Jackpot.,Crockpot.,Cooking pot.,None of above.,2,"['Crockpot.', 'Cooking pot.', 'Jackpot.', 'None of above.']","[1, 2, 0, 3]"
340,WP-143_SR,What kind of pot can't you use to prepare food?,Jackpot.,Crockpot.,Cooking pot.,None of above.,2,"['Cooking pot.', 'Crockpot.', 'Jackpot.', 'None of above.']","[2, 1, 0, 3]"
341,WP-143_CR,What type of pot never boils?,Flowerpot.,Teapot.,Coffee pot.,None of above.,0,"['Flowerpot.', 'Teapot.', 'Coffee pot.', 'None of above.']","[0, 1, 2, 3]"
342,WP-144,What kind of case can't hold anything?,Lowercase.,Bookcase.,Suitcase.,None of above.,1,"['Suitcase.', 'Lowercase.', 'Bookcase.', 'None of above.']","[2, 0, 1, 3]"
343,WP-144_SR,What kind of case is incapable of holding anything?,Lowercase.,Bookcase.,Suitcase.,None of above.,1,"['Bookcase.', 'Lowercase.', 'Suitcase.', 'None of above.']","[1, 0, 2, 3]"
344,WP-144_CR,What kind of case contains many levels?,Staircase.,Bookcase.,Suitcase.,None of above.,1,"['Bookcase.', 'Staircase.', 'Suitcase.', 'None of above.']","[1, 0, 2, 3]"
345,WP-145,What type of pool can you never swim in?,Carpool.,Spa pool.,Wading pool.,None of above.,0,"['Carpool.', 'Wading pool.', 'Spa pool.', 'None of above.']","[0, 2, 1, 3]"
346,WP-145_SR,What kind of pool are you unable to swim?,Carpool.,Spa pool.,Wading pool.,None of above.,0,"['Carpool.', 'Spa pool.', 'Wading pool.', 'None of above.']","[0, 1, 2, 3]"
347,WP-145_CR,What kind of pool never needs cleaning?,Carpool.,Spa pool.,Wading pool.,None of above.,1,"['Spa pool.', 'Carpool.', 'Wading pool.', 'None of above.']","[1, 0, 2, 3]"
348,WP-146,What kind of fast doesn't involve running?,Breakfast.,Chasing fast.,Runing fast.,None of above.,2,"['Runing fast.', 'Chasing fast.', 'Breakfast.', 'None of above.']","[2, 1, 0, 3]"
349,WP-146_SR,Which fast does not involve running?,Breakfast.,Chasing fast.,Runing fast.,None of above.,2,"['Chasing fast.', 'Runing fast.', 'Breakfast.', 'None of above.']","[1, 2, 0, 3]"
350,WP-146_CR,"
which break is the shortest?",Breakfast.,Jailbreak.,Spring break.,None of above.,2,"['Jailbreak.', 'Spring break.', 'Breakfast.', 'None of above.']","[1, 2, 0, 3]"
